Customer Key,First Name,Last Name,Full Name,BirthDate,MaritalStatus,Gender,YearlyIncome,TotalChildren,EduLevel,Occupation,DateFirstPurchase,CommuteDistance,CustomerCity,CustomerCountry
20674,Samuel,Butler,Samuel Butler,1978-02-22,S,Male,50000,2,Bachelors,Skilled Manual,2021-08-02,0-1 Miles,Bellingham,United States
20675,Natalie,Martin,Natalie Martin,1978-10-29,S,Female,50000,2,Bachelors,Skilled Manual,2021-08-02,0-1 Miles,Lake Oswego,United States
20676,Carlos,Parker,Carlos Parker,1972-03-20,M,Male,60000,3,Bachelors,Skilled Manual,2021-04-13,2-5 Miles,Beverly Hills,United States
20677,Trinity,Bailey,Trinity Bailey,1977-08-09,S,Female,60000,3,Bachelors,Skilled Manual,2021-08-06,2-5 Miles,Grossmont,United States
20678,Martha,Lin,Martha Lin,1982-09-20,S,Female,60000,3,Bachelors,Skilled Manual,2021-08-13,2-5 Miles,Burbank,United States
20679,Dakota,Jenkins,Dakota Jenkins,1971-11-11,M,Male,60000,0,Graduate Degree,Professional,2021-03-25,2-5 Miles,Burnaby,Canada
20680,Ashley,Anderson,Ashley Anderson,1977-07-15,S,Female,60000,0,Graduate Degree,Professional,2020-06-21,2-5 Miles,Port Hammond,Canada
20681,Walter,Moreno,Walter Moreno,1974-10-26,S,Male,70000,5,Graduate Degree,Professional,2021-02-01,2-5 Miles,Burlingame,United States
20682,John,Davis,John Davis,1975-04-15,M,Male,80000,2,Graduate Degree,Professional,2021-07-11,0-1 Miles,Grossmont,United States
20683,Amanda,Mitchell,Amanda Mitchell,1975-02-18,M,Female,80000,3,Graduate Degree,Professional,2021-07-01,0-1 Miles,Imperial Beach,United States
20684,Olivia,Lee,Olivia Lee,1974-07-28,M,Female,80000,3,Graduate Degree,Professional,2021-07-25,0-1 Miles,La Jolla,United States
20685,Mariah,Powell,Mariah Powell,1970-07-01,M,Female,40000,0,Bachelors,Professional,2021-08-27,0-1 Miles,Bellflower,United States
20686,Lucas,Nelson,Lucas Nelson,1970-10-05,S,Male,40000,0,Bachelors,Professional,2021-08-04,2-5 Miles,Los Angeles,United States
20687,Rebecca,Campbell,Rebecca Campbell,1970-08-04,S,Female,40000,0,Bachelors,Professional,2021-10-25,2-5 Miles,Lake Oswego,United States
20688,Steven,Ramirez,Steven Ramirez,1971-03-11,M,Male,50000,3,Bachelors,Skilled Manual,2022-01-17,2-5 Miles,Everett,United States
20689,Connor,Green,Connor Green,1976-07-04,M,Male,50000,3,Bachelors,Skilled Manual,2021-06-01,2-5 Miles,Puyallup,United States
20690,Nathaniel,Torres,Nathaniel Torres,1971-05-04,M,Male,50000,3,Bachelors,Skilled Manual,2021-12-14,2-5 Miles,San Gabriel,United States
20691,Eduardo,Smith,Eduardo Smith,1970-08-14,M,Male,60000,0,Graduate Degree,Professional,2021-03-23,0-1 Miles,Langley,Canada
20692,John,Lewis,John Lewis,1976-12-02,M,Male,60000,0,Graduate Degree,Professional,2021-10-04,0-1 Miles,Oakland,United States
20693,Zachary,Perry,Zachary Perry,1971-03-10,S,Male,60000,0,Graduate Degree,Professional,2021-08-27,0-1 Miles,Yakima,United States
20694,Daniel,Anderson,Daniel Anderson,1969-10-10,M,Male,60000,4,Bachelors,Skilled Manual,2021-03-01,2-5 Miles,N. Vancouver,Canada
20695,Joshua,Brown,Joshua Brown,1969-08-07,M,Male,60000,4,Bachelors,Skilled Manual,2021-12-25,2-5 Miles,Grossmont,United States
20696,Ethan,Gonzales,Ethan Gonzales,1969-12-19,M,Male,60000,4,Bachelors,Skilled Manual,2021-02-04,0-1 Miles,Corvallis,United States
20697,Stefanie,Schmidt,Stefanie Schmidt,1970-06-25,M,Female,60000,4,Bachelors,Skilled Manual,2021-12-11,10+ Miles,Beverly Hills,United States
20698,Darren,Chandra,Darren Chandra,1975-03-16,M,Male,60000,4,Bachelors,Skilled Manual,2021-05-27,5-10 Miles,Chula Vista,United States
20699,Hunter,Wang,Hunter Wang,1969-08-12,S,Male,60000,4,Bachelors,Skilled Manual,2021-08-04,0-1 Miles,National City,United States
20700,Marcus,Scott,Marcus Scott,1970-01-30,M,Male,60000,4,Bachelors,Skilled Manual,2021-08-04,2-5 Miles,Bellflower,United States
20701,Liz,Anderson,Liz Anderson,1981-01-16,S,Female,60000,4,Bachelors,Skilled Manual,2021-08-27,0-1 Miles,Coronado,United States
20702,Oscar,Ross,Oscar Ross,1969-03-07,S,Male,70000,4,Bachelors,Skilled Manual,2021-07-20,0-1 Miles,Oakland,United States
20703,Seth,White,Seth White,1968-11-22,S,Male,70000,4,Bachelors,Professional,2021-08-08,2-5 Miles,Portland,United States
20704,Shane,Rodriguez,Shane Rodriguez,1968-08-20,M,Male,70000,4,Bachelors,Professional,2021-10-01,2-5 Miles,Beaverton,United States
20705,Kevin,Roberts,Kevin Roberts,1974-03-02,M,Male,70000,0,Bachelors,Professional,2021-04-01,0-1 Miles,Glendale,United States
20706,Haley,Gonzalez,Haley Gonzalez,1973-09-15,S,Female,70000,0,Bachelors,Professional,2021-08-28,2-5 Miles,Novato,United States
20707,Danielle,Stewart,Danielle Stewart,1973-07-07,S,Female,70000,0,Bachelors,Professional,2021-08-19,2-5 Miles,Santa Monica,United States
20708,Devin,Thompson,Devin Thompson,1980-03-05,S,Male,70000,4,Bachelors,Professional,2020-07-30,2-5 Miles,Langley,Canada
20709,Samuel,Evans,Samuel Evans,1968-12-09,M,Male,70000,0,Bachelors,Professional,2021-08-05,0-1 Miles,Mill Valley,United States
20710,Andres,Raje,Andres Raje,1980-05-07,M,Male,40000,1,Bachelors,Skilled Manual,2020-01-27,1-2 Miles,Esher-Molesey,United Kingdom
20711,Ebony,Sanz,Ebony Sanz,1979-07-05,M,Female,40000,1,Bachelors,Skilled Manual,2020-02-24,1-2 Miles,London,United Kingdom
20712,Colin,Huang,Colin Huang,1980-01-18,M,Male,40000,1,Bachelors,Skilled Manual,2020-02-17,1-2 Miles,London,United Kingdom
20713,Kathleen,Gill,Kathleen Gill,1983-09-13,S,Female,10000,0,Partial High School,Manual,2020-02-18,1-2 Miles,W. York,United Kingdom
20714,Christine,Beck,Christine Beck,1983-07-13,S,Female,20000,0,Partial High School,Manual,2021-03-12,0-1 Miles,Leeds,United Kingdom
20715,Henry,Kapoor,Henry Kapoor,1977-12-20,S,Male,20000,0,Partial High School,Manual,2021-08-08,0-1 Miles,Bonn,Germany
20716,Kristina,Arun,Kristina Arun,1979-03-13,M,Female,40000,1,Bachelors,Skilled Manual,2020-05-04,0-1 Miles,Hannover,Germany
20717,Chelsea,Ray,Chelsea Ray,1984-03-02,S,Female,40000,0,Graduate Degree,Skilled Manual,2020-02-23,1-2 Miles,Oxford,United Kingdom
20718,Ricky,Ruiz,Ricky Ruiz,1978-06-23,S,Male,30000,0,High School,Manual,2020-02-24,2-5 Miles,Bury,United Kingdom
20719,Lawrence,Alvarez,Lawrence Alvarez,1978-02-17,S,Male,30000,0,High School,Manual,2020-05-20,1-2 Miles,Salzgitter,Germany
20720,Regina,Subram,Regina Subram,1978-01-01,S,Female,30000,0,High School,Manual,2020-05-09,2-5 Miles,Hamburg,Germany
20721,Hailey,Perry,Hailey Perry,1977-01-05,S,Female,10000,0,Partial High School,Manual,2021-08-09,1-2 Miles,Cheltenham,United Kingdom
20722,Kellie,Serrano,Kellie Serrano,1977-10-22,S,Female,40000,2,Partial College,Clerical,2020-06-29,1-2 Miles,Darmstadt,Germany
20723,Cedric,Zhu,Cedric Zhu,1977-06-24,S,Male,20000,0,Partial High School,Manual,2021-07-20,1-2 Miles,Neunkirchen,Germany
20724,Ebony,Vance,Ebony Vance,1976-07-07,S,Female,20000,0,Partial High School,Manual,2021-07-24,1-2 Miles,London,United Kingdom
20725,Linda,Romero,Linda Romero,1976-10-01,S,Female,20000,0,Partial High School,Manual,2021-12-15,1-2 Miles,London,United Kingdom
20726,Beth,Romero,Beth Romero,1982-08-14,S,Female,30000,0,High School,Manual,2020-06-14,2-5 Miles,Berlin,Germany
20727,Arturo,Ye,Arturo Ye,1975-07-13,S,Male,40000,2,Partial College,Clerical,2021-11-18,0-1 Miles,Solingen,Germany
20728,Cedric,Chande,Cedric Chande,1976-06-12,S,Male,40000,2,Partial College,Clerical,2021-06-05,1-2 Miles,Tremblay-en-France,France
20729,Aimee,Zhou,Aimee Zhou,1977-04-18,M,Female,40000,2,Partial College,Clerical,2021-06-20,0-1 Miles,Bonn,Germany
20730,Aaron,Shan,Aaron Shan,1976-12-12,S,Male,40000,2,Partial College,Clerical,2021-06-03,1-2 Miles,Runcorn,United Kingdom
20731,Andre,Kovár,Andre Kovár,1975-12-12,S,Male,50000,0,Graduate Degree,Skilled Manual,2021-03-30,1-2 Miles,Kassel,Germany
20732,Joshua,Walker,Joshua Walker,1986-03-21,S,Male,40000,3,Partial College,Clerical,2021-03-05,0-1 Miles,Lynnwood,United States
20733,Sheena,Luo,Sheena Luo,1980-06-05,S,Female,40000,3,Partial College,Clerical,2021-05-25,0-1 Miles,Bremerton,United States
20734,Luis,Phillips,Luis Phillips,1980-01-14,M,Male,50000,0,Graduate Degree,Skilled Manual,2021-05-28,0-1 Miles,Langford,Canada
20735,Caitlin,Cooper,Caitlin Cooper,1985-10-19,M,Female,50000,0,Graduate Degree,Skilled Manual,2021-08-15,1-2 Miles,Sedro Woolley,United States
20736,Alexandra,Howard,Alexandra Howard,1980-12-10,S,Female,40000,4,Partial College,Clerical,2020-07-09,1-2 Miles,Newton,Canada
20737,Victoria,Griffin,Victoria Griffin,1934-12-31,M,Female,20000,2,Partial College,Clerical,2022-01-21,1-2 Miles,San Diego,United States
20738,Alex,Kelly,Alex Kelly,1977-07-18,M,Male,60000,0,Graduate Degree,Skilled Manual,2021-09-27,0-1 Miles,Puyallup,United States
20739,Kaitlyn,Carter,Kaitlyn Carter,1959-03-24,S,Female,10000,2,High School,Manual,2021-03-10,1-2 Miles,Olympia,United States
20740,Kathryn,Sharma,Kathryn Sharma,1958-12-07,M,Female,10000,2,High School,Manual,2021-07-02,0-1 Miles,Burnaby,Canada
20741,Jocelyn,Foster,Jocelyn Foster,1959-03-26,S,Female,20000,2,High School,Manual,2021-04-24,1-2 Miles,Lemon Grove,United States
20742,Isabella,Stewart,Isabella Stewart,1964-02-14,M,Female,20000,2,High School,Manual,2021-10-05,0-1 Miles,Lake Oswego,United States
20743,Arianna,Howard,Arianna Howard,1959-01-11,M,Female,20000,2,High School,Manual,2021-10-30,0-1 Miles,Beaverton,United States
20744,Amanda,Barnes,Amanda Barnes,1958-08-29,M,Female,20000,2,High School,Manual,2021-12-06,0-1 Miles,Bellflower,United States
20745,Mariah,Price,Mariah Price,1965-05-31,M,Female,20000,2,Partial High School,Manual,2021-05-13,1-2 Miles,Cliffside,Canada
20746,Christina,Torres,Christina Torres,1976-02-20,M,Female,20000,2,Partial High School,Manual,2021-03-28,1-2 Miles,Langley,Canada
20747,Melody,Vazquez,Melody Vazquez,1965-11-21,M,Female,20000,3,Partial High School,Clerical,2021-12-04,0-1 Miles,Burien,United States
20748,Stephanie,Watson,Stephanie Watson,1960-04-03,S,Female,20000,3,Partial High School,Clerical,2021-04-16,1-2 Miles,Puyallup,United States
20749,Joan,Morgan,Joan Morgan,1959-10-13,M,Female,30000,1,High School,Clerical,2021-11-29,2-5 Miles,Sedro Woolley,United States
20750,Katherine,King,Katherine King,1960-03-25,M,Female,40000,1,Partial College,Clerical,2021-08-23,0-1 Miles,Imperial Beach,United States
20751,Jermaine,Arthur,Jermaine Arthur,1961-04-18,M,Male,30000,1,High School,Clerical,2021-12-13,1-2 Miles,Bellflower,United States
20752,Christian,Simmons,Christian Simmons,1961-03-14,M,Male,30000,1,High School,Clerical,2021-10-11,0-1 Miles,Olympia,United States
20753,Taylor,Kelly,Taylor Kelly,1966-11-18,M,Female,30000,1,High School,Clerical,2021-12-21,1-2 Miles,Olympia,United States
20754,Ian,Davis,Ian Davis,1960-11-08,M,Male,30000,2,High School,Skilled Manual,2021-08-30,1-2 Miles,La Jolla,United States
20755,Alex,Lopez,Alex Lopez,1960-12-01,M,Male,40000,1,Partial College,Clerical,2021-08-17,0-1 Miles,Concord,United States
20756,Marcus,Griffin,Marcus Griffin,1967-01-21,M,Male,30000,2,High School,Skilled Manual,2021-09-03,0-1 Miles,Newton,Canada
20757,Alexia,Powell,Alexia Powell,1961-12-15,M,Female,30000,2,High School,Skilled Manual,2022-01-01,0-1 Miles,Woodburn,United States
20758,Jesse,Sanders,Jesse Sanders,1972-08-29,M,Male,30000,2,High School,Skilled Manual,2021-04-19,1-2 Miles,Seattle,United States
20759,Teresa,Serrano,Teresa Serrano,1961-11-17,M,Female,40000,1,Partial College,Clerical,2021-06-20,0-1 Miles,Beverly Hills,United States
20760,Thomas,Alexander,Thomas Alexander,1973-03-15,M,Male,40000,1,Partial College,Clerical,2021-11-04,1-2 Miles,Royal Oak,Canada
20761,Jonathan,Washington,Jonathan Washington,1967-11-09,M,Male,40000,1,Partial College,Clerical,2021-05-17,1-2 Miles,El Cajon,United States
20762,Jennifer,King,Jennifer King,1968-10-08,M,Female,30000,2,High School,Skilled Manual,2021-12-15,1-2 Miles,San Francisco,United States
20763,Lucas,Carter,Lucas Carter,1963-02-10,M,Male,30000,2,High School,Skilled Manual,2021-06-19,1-2 Miles,Lake Oswego,United States
20764,Christian,Taylor,Christian Taylor,1962-07-16,M,Male,30000,2,High School,Skilled Manual,2021-05-17,0-1 Miles,Royal Oak,Canada
20765,Wyatt,Lopez,Wyatt Lopez,1962-11-16,M,Male,40000,1,Partial College,Clerical,2021-08-12,1-2 Miles,Lemon Grove,United States
20766,Charles,Morgan,Charles Morgan,1969-04-06,M,Male,40000,2,Partial College,Clerical,2021-03-29,0-1 Miles,Mill Valley,United States
20767,Rachel,Thomas,Rachel Thomas,1964-03-22,S,Female,40000,2,Partial College,Clerical,2021-09-25,1-2 Miles,Yakima,United States
20768,Marshall,Nara,Marshall Nara,1963-08-24,S,Male,40000,2,Partial College,Clerical,2021-09-19,1-2 Miles,Bellflower,United States
20769,Michelle,Sanders,Michelle Sanders,1963-10-01,M,Female,40000,2,Partial College,Clerical,2021-05-13,0-1 Miles,Lynnwood,United States
20770,Carlos,Mitchell,Carlos Mitchell,1963-11-11,M,Male,80000,5,Graduate Degree,Skilled Manual,2021-11-10,1-2 Miles,Yakima,United States
20771,Madeline,Edwards,Madeline Edwards,1964-06-13,M,Female,80000,4,Graduate Degree,Skilled Manual,2021-11-08,1-2 Miles,Haney,Canada
20772,Samantha,Garcia,Samantha Garcia,1969-04-04,S,Female,80000,4,Graduate Degree,Skilled Manual,2022-01-17,1-2 Miles,Woodland Hills,United States
20773,Natalie,Rodriguez,Natalie Rodriguez,1963-09-05,S,Female,80000,4,Graduate Degree,Skilled Manual,2021-12-07,0-1 Miles,Langford,Canada
20774,Anthony,Miller,Anthony Miller,1969-07-03,S,Male,80000,4,Graduate Degree,Skilled Manual,2021-10-05,1-2 Miles,Santa Cruz,United States
20775,Bruce,Alonso,Bruce Alonso,1964-12-21,M,Male,40000,2,Partial College,Clerical,2022-01-12,0-1 Miles,Bremerton,United States
20776,Haley,Long,Haley Long,1965-04-09,M,Female,40000,2,Partial College,Clerical,2021-05-18,0-1 Miles,Walla Walla,United States
20777,Carly,Sharma,Carly Sharma,1965-04-06,M,Female,60000,4,Graduate Degree,Skilled Manual,2022-01-09,1-2 Miles,Beaverton,United States
20778,Seth,Ramirez,Seth Ramirez,1965-04-02,M,Male,60000,4,Graduate Degree,Skilled Manual,2021-12-27,1-2 Miles,Sedro Woolley,United States
20779,Maria,Russell,Maria Russell,1970-08-04,M,Female,60000,4,Graduate Degree,Skilled Manual,2021-02-16,0-1 Miles,Grossmont,United States
20780,Michael,White,Michael White,1964-07-22,M,Male,60000,4,Graduate Degree,Skilled Manual,2021-07-19,1-2 Miles,Lebanon,United States
20781,Kayla,Lee,Kayla Lee,1965-04-09,M,Female,60000,4,Graduate Degree,Skilled Manual,2021-09-19,1-2 Miles,Langford,Canada
20782,Alan,Ye,Alan Ye,1975-10-31,M,Male,60000,4,Graduate Degree,Skilled Manual,2021-09-10,0-1 Miles,Beaverton,United States
20783,Amanda,Collins,Amanda Collins,1970-03-13,M,Female,60000,4,Graduate Degree,Skilled Manual,2021-11-23,1-2 Miles,Westminster,Canada
20784,Eduardo,Walker,Eduardo Walker,1964-08-20,M,Male,60000,4,Graduate Degree,Skilled Manual,2022-01-23,1-2 Miles,Burbank,United States
20785,Isabella,Taylor,Isabella Taylor,1977-08-20,S,Female,50000,0,Graduate Degree,Skilled Manual,2021-09-05,1-2 Miles,Palo Alto,United States
20786,Marcus,Perez,Marcus Perez,1978-05-20,M,Male,50000,0,Graduate Degree,Skilled Manual,2021-10-17,0-1 Miles,Glendale,United States
20787,Bridget,Pal,Bridget Pal,1979-01-31,M,Female,40000,0,Graduate Degree,Skilled Manual,2021-09-18,1-2 Miles,Bremerton,United States
20788,Sara,Gonzalez,Sara Gonzalez,1979-01-13,S,Female,40000,1,Graduate Degree,Skilled Manual,2022-01-13,1-2 Miles,Burlingame,United States
20789,Miguel,Williams,Miguel Williams,1979-01-12,M,Male,40000,1,Graduate Degree,Skilled Manual,2021-04-12,0-1 Miles,Glendale,United States
20790,Kayla,Harrison,Kayla Harrison,1978-12-04,M,Female,40000,1,Graduate Degree,Skilled Manual,2021-07-20,1-2 Miles,Novato,United States
20791,Ryan,Patterson,Ryan Patterson,1978-08-05,M,Male,40000,1,Graduate Degree,Skilled Manual,2021-06-01,1-2 Miles,San Francisco,United States
20792,Hailey,Rivera,Hailey Rivera,1976-12-31,M,Female,60000,1,Graduate Degree,Skilled Manual,2021-09-29,1-2 Miles,Langford,Canada
20793,Gary,Martin,Gary Martin,1976-04-02,S,Male,10000,0,Graduate Degree,Manual,2021-08-24,0-1 Miles,Les Ulis,France
20794,Brenda,Rana,Brenda Rana,1967-08-08,M,Female,10000,1,Graduate Degree,Manual,2021-11-01,0-1 Miles,Paris,France
20795,Emmanuel,Subram,Emmanuel Subram,1967-11-15,S,Male,10000,1,Graduate Degree,Manual,2021-07-09,0-1 Miles,Verrieres Le Buisson,France
20796,Claudia,Guo,Claudia Guo,1967-02-13,S,Female,10000,1,Bachelors,Manual,2021-06-14,0-1 Miles,Paris,France
20797,Dawn,Hu,Dawn Hu,1964-02-19,M,Female,10000,1,Bachelors,Manual,2021-06-09,0-1 Miles,Croix,France
20798,Mathew,Munoz,Mathew Munoz,1964-03-03,M,Male,10000,1,Bachelors,Manual,2021-07-09,0-1 Miles,Braunschweig,Germany
20799,Peter,Raje,Peter Raje,1964-02-21,M,Male,20000,1,Graduate Degree,Clerical,2022-01-03,0-1 Miles,Grevenbroich,Germany
20800,Connor,Jenkins,Connor Jenkins,1963-05-16,M,Male,10000,1,Bachelors,Manual,2021-11-14,0-1 Miles,Bury,United Kingdom
20801,Ronald,Chandra,Ronald Chandra,1963-05-24,S,Male,10000,1,Partial College,Manual,2021-06-20,0-1 Miles,Bracknell,United Kingdom
20802,Jon,Li,Jon Li,1962-08-24,S,Male,10000,2,Partial College,Manual,2021-06-10,0-1 Miles,Bobigny,France
20803,Nicole,Rodriguez,Nicole Rodriguez,1961-08-15,S,Female,10000,2,Partial College,Manual,2021-09-13,0-1 Miles,Drancy,France
20804,Katelyn,Torres,Katelyn Torres,1961-05-10,M,Female,10000,2,Partial College,Manual,2021-07-23,0-1 Miles,York,United Kingdom
20805,Brandon,Williams,Brandon Williams,1961-03-11,M,Male,10000,2,Partial College,Manual,2021-09-20,0-1 Miles,Hof,Germany
20806,James,Lopez,James Lopez,1971-08-22,M,Male,10000,2,Partial College,Manual,2021-07-07,0-1 Miles,Peterborough,United Kingdom
20807,Jordan,Foster,Jordan Foster,1960-12-30,M,Male,10000,2,Partial College,Manual,2020-02-27,0-1 Miles,York,United Kingdom
20808,Julie,Jai,Julie Jai,1971-11-11,M,Female,10000,2,Partial College,Manual,2020-06-07,0-1 Miles,Kassel,Germany
20809,Benjamin,Anderson,Benjamin Anderson,1959-11-10,M,Male,10000,2,Partial College,Manual,2021-08-27,2-5 Miles,Warrington,United Kingdom
20810,Brittney,He,Brittney He,1947-06-22,M,Female,10000,2,Partial College,Manual,2021-08-30,0-1 Miles,Les Ulis,France
20811,Calvin,Shan,Calvin Shan,1948-01-15,S,Male,40000,1,Graduate Degree,Clerical,2020-03-03,0-1 Miles,Warrington,United Kingdom
20812,Preston,Prasad,Preston Prasad,1985-08-16,S,Male,10000,0,Partial College,Manual,2019-12-08,0-1 Miles,North Sydney,Australia
20813,Michael,Rothkugel,Michael Rothkugel,1984-10-09,M,Male,10000,0,Partial College,Manual,2022-01-13,2-5 Miles,St. Leonards,Australia
20814,Margaret,Lu,Margaret Lu,1984-09-28,S,Female,10000,0,Partial College,Manual,2019-12-17,1-2 Miles,Matraville,Australia
20815,Tracy,Andersen,Tracy Andersen,1984-08-04,S,Female,10000,0,Partial College,Manual,2019-12-19,2-5 Miles,Port Macquarie,Australia
20816,Connor,Ross,Connor Ross,1986-01-09,M,Male,20000,0,Bachelors,Clerical,2019-12-18,0-1 Miles,Port Macquarie,Australia
20817,Geoffrey,Rodriguez,Geoffrey Rodriguez,1983-10-05,S,Male,10000,0,Partial College,Manual,2019-12-06,0-1 Miles,Cranbourne,Australia
20818,Rachel,Powell,Rachel Powell,1983-01-10,S,Female,10000,0,High School,Manual,2019-12-27,0-1 Miles,Brisbane,Australia
20819,Raymond,Madan,Raymond Madan,1984-08-20,S,Male,20000,0,Bachelors,Clerical,2019-12-02,0-1 Miles,Port Macquarie,Australia
20820,Kathleen,Rubio,Kathleen Rubio,1984-12-11,M,Female,20000,0,Bachelors,Clerical,2019-11-30,0-1 Miles,Cloverdale,Australia
20821,Hany,Morcos,Hany Morcos,1984-02-22,M,Male,20000,0,Bachelors,Clerical,2019-12-09,0-1 Miles,Perth,Australia
20822,Shannon,Ruiz,Shannon Ruiz,1983-01-31,S,Male,20000,0,Partial College,Manual,2019-12-20,0-1 Miles,Brisbane,Australia
20823,Troy,Martinez,Troy Martinez,1982-10-26,M,Male,20000,0,Partial College,Manual,2019-12-28,0-1 Miles,East Brisbane,Australia
20824,Derek,Xu,Derek Xu,1948-11-06,S,Male,30000,1,Bachelors,Clerical,2020-03-12,0-1 Miles,High Wycombe,United Kingdom
20825,Pamela,Kapoor,Pamela Kapoor,1949-06-02,M,Female,40000,1,Graduate Degree,Clerical,2020-03-29,0-1 Miles,York,United Kingdom
20826,Jillian,Raman,Jillian Raman,1972-05-08,S,Female,20000,1,Partial College,Manual,2021-07-31,0-1 Miles,Paris,France
20827,Jillian,Perez,Jillian Perez,1967-03-06,S,Female,20000,1,Partial College,Manual,2021-07-28,1-2 Miles,Paris La Defense,France
20828,Jaclyn,Shan,Jaclyn Shan,1966-08-17,M,Female,30000,4,Graduate Degree,Clerical,2020-06-05,0-1 Miles,Braunschweig,Germany
20829,Andy,Diaz,Andy Diaz,1967-05-15,M,Male,30000,4,Graduate Degree,Clerical,2020-06-22,0-1 Miles,Duesseldorf,Germany
20830,Whitney,Martinez,Whitney Martinez,1966-07-19,M,Female,30000,4,Graduate Degree,Clerical,2020-05-30,0-1 Miles,Eilenburg,Germany
20831,Drew,Xu,Drew Xu,1972-06-02,M,Male,30000,4,Graduate Degree,Clerical,2020-06-13,0-1 Miles,Münster,Germany
20832,Kelvin,Tang,Kelvin Tang,1972-05-05,S,Male,30000,3,Graduate Degree,Clerical,2020-03-03,0-1 Miles,Watford,United Kingdom
20833,Douglas,Sai,Douglas Sai,1965-11-08,S,Male,20000,1,Partial College,Manual,2020-06-12,0-1 Miles,Frankfurt am Main,Germany
20834,Brenda,Kapoor,Brenda Kapoor,1966-01-24,S,Female,30000,3,Graduate Degree,Clerical,2020-03-13,0-1 Miles,Woolston,United Kingdom
20835,Ruben,Gutierrez,Ruben Gutierrez,1964-12-11,M,Male,20000,2,Partial College,Manual,2020-07-17,2-5 Miles,Berlin,Germany
20836,Stanley,Chandra,Stanley Chandra,1976-03-18,M,Male,20000,2,Partial College,Manual,2020-07-20,2-5 Miles,Darmstadt,Germany
20837,Jimmy,Rubio,Jimmy Rubio,1965-02-28,M,Male,20000,2,Partial College,Manual,2020-03-24,0-1 Miles,Berkshire,United Kingdom
20838,Chloe,Jones,Chloe Jones,1964-10-14,S,Female,30000,3,Graduate Degree,Clerical,2020-04-14,0-1 Miles,Stoke-on-Trent,United Kingdom
20839,Courtney,Lopez,Courtney Lopez,1964-10-11,S,Female,30000,3,Graduate Degree,Clerical,2020-03-31,0-1 Miles,Stoke-on-Trent,United Kingdom
20840,Alison,Xie,Alison Xie,1963-08-06,S,Female,20000,2,Partial College,Manual,2021-08-24,2-5 Miles,Pantin,France
20841,Jésus,Alonso,Jésus Alonso,1975-05-01,S,Male,30000,1,Graduate Degree,Clerical,2020-07-14,0-1 Miles,Frankfurt,Germany
20842,Tyrone,Moreno,Tyrone Moreno,1966-04-03,S,Male,30000,3,Bachelors,Clerical,2020-07-22,0-1 Miles,Hamburg,Germany
20843,Jose,Shan,Jose Shan,1965-09-02,M,Male,30000,3,Bachelors,Clerical,2020-08-08,0-1 Miles,Frankfurt,Germany
20844,Nicolas,Pal,Nicolas Pal,1981-03-16,M,Male,30000,3,Bachelors,Clerical,2021-08-16,0-1 Miles,Dunkerque,France
20845,Barry,Malhotra,Barry Malhotra,1970-05-17,M,Male,30000,3,Bachelors,Clerical,2020-08-02,0-1 Miles,Eilenburg,Germany
20846,Lee,Alonso,Lee Alonso,1964-09-23,M,Male,30000,0,Bachelors,Clerical,2021-08-27,0-1 Miles,Tremblay-en-France,France
20847,Kyle,Young,Kyle Young,1964-08-04,M,Male,30000,0,Bachelors,Clerical,2020-08-27,0-1 Miles,Saarlouis,Germany
20848,Vincent,Liu,Vincent Liu,1963-12-15,M,Male,30000,1,Bachelors,Clerical,2020-04-18,0-1 Miles,Peterborough,United Kingdom
20849,Faith,Washington,Faith Washington,1981-01-20,S,Female,20000,0,Partial College,Manual,2021-10-03,2-5 Miles,Stoke-on-Trent,United Kingdom
20850,Lance,Navarro,Lance Navarro,1981-09-10,M,Male,20000,0,Partial College,Manual,2020-04-10,1-2 Miles,York,United Kingdom
20851,Frank,Sanz,Frank Sanz,1981-05-03,S,Male,20000,0,Partial College,Manual,2020-04-18,2-5 Miles,Leeds,United Kingdom
20852,Yolanda,Raje,Yolanda Raje,1981-07-02,M,Female,30000,0,Bachelors,Clerical,2020-05-25,0-1 Miles,Berkshire,United Kingdom
20853,Jarrod,Rana,Jarrod Rana,1981-10-04,M,Male,30000,0,Bachelors,Clerical,2021-08-18,0-1 Miles,Courbevoie,France
20854,Kara,Raji,Kara Raji,1974-08-02,S,Female,10000,2,High School,Manual,2020-09-15,0-1 Miles,Frankfurt,Germany
20855,Abigail,Ross,Abigail Ross,1981-03-02,M,Female,30000,0,Bachelors,Clerical,2021-08-04,0-1 Miles,Saint Germain en Laye,France
20856,Tiffany,Hu,Tiffany Hu,1975-01-07,S,Female,20000,0,Partial College,Manual,2020-05-24,2-5 Miles,Leeds,United Kingdom
20857,Jerry,Becker,Jerry Becker,1975-04-18,S,Male,20000,0,Partial College,Manual,2021-09-11,2-5 Miles,Orly,France
20858,Damien,Stone,Damien Stone,1974-10-29,M,Male,30000,0,Bachelors,Clerical,2021-08-30,0-1 Miles,Bobigny,France
20859,Roy,Romero,Roy Romero,1980-09-03,S,Male,30000,0,Bachelors,Clerical,2020-05-02,1-2 Miles,London,United Kingdom
20860,Preston,Lopez,Preston Lopez,1974-09-19,S,Male,40000,0,Graduate Degree,Clerical,2020-09-06,0-1 Miles,Leipzig,Germany
